District,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,#,%
17,3,2018,Female,671,598,198,29.5,143,21.3,194,28.9,136,20.3,330,49.2
17,4,2013,Female,872,294,312,35.8,327,37.5,161,18.5,72,8.3,233,26.7
17,4,2014,Female,771,294,285,37.0,262,34.0,132,17.1,92,11.9,224,29.1
17,4,2015,Female,778,293,284,36.5,271,34.8,147,18.9,76,9.8,223,28.7
17,4,2016,Female,749,295,266,35.5,247,33.0,130,17.4,106,14.2,236,31.5
17,4,2017,Female,712,290,282,39.6,238,33.4,120,16.9,72,10.1,192,27.0
17,4,2018,Female,668,595,219,32.8,189,28.3,137,20.5,123,18.4,260,38.9
17,5,2013,Female,836,294,397,47.5,285,34.1,127,15.2,27,3.2,154,18.4
17,5,2014,Female,777,299,316,40.7,232,29.9,160,20.6,69,8.9,229,29.5
17,5,2015,Female,680,299,254,37.4,218,32.1,163,24.0,45,6.6,208,30.6
17,5,2016,Female,692,301,253,36.6,235,34.0,146,21.1,58,8.4,204,29.5
17,5,2017,Female,728,297,289,39.7,224,30.8,164,22.5,51,7.0,215,29.5
17,5,2018,Female,679,594,285,42.0,200,29.5,122,18.0,72,10.6,194,28.6
17,6,2013,Female,914,289,363,39.7,383,41.9,126,13.8,42,4.6,168,18.4
17,6,2014,Female,898,294,312,34.7,399,44.4,121,13.5,66,7.3,187,20.8
17,6,2015,Female,777,294,313,40.3,247,31.8,134,17.2,83,10.7,217,27.9
17,6,2016,Female,714,299,191,26.8,293,41.0,143,20.0,87,12.2,230,32.2
17,6,2017,Female,771,297,264,34.2,259,33.6,143,18.5,105,13.6,248,32.2
17,6,2018,Female,739,596,258,34.9,211,28.6,175,23.7,95,12.9,270,36.5
17,7,2013,Female,1008,284,579,57.4,320,31.7,96,9.5,13,1.3,109,10.8
17,7,2014,Female,851,288,459,53.9,274,32.2,100,11.8,18,2.1,118,13.9
17,7,2015,Female,824,295,355,43.1,307,37.3,126,15.3,36,4.4,162,19.7
17,7,2016,Female,711,297,278,39.1,271,38.1,125,17.6,37,5.2,162,22.8
17,7,2017,Female,677,293,307,45.3,248,36.6,99,14.6,23,3.4,122,18.0
17,7,2018,Female,712,594,307,43.1,196,27.5,156,21.9,53,7.4,209,29.4
17,8,2013,Female,1044,290,454,43.5,430,41.2,136,13.0,24,2.3,160,15.3
17,8,2014,Female,828,286,393,47.5,318,38.4,99,12.0,18,2.2,117,14.1
17,8,2015,Female,807,289,372,46.1,300,37.2,95,11.8,40,5.0,135,16.7
17,8,2016,Female,764,295,270,35.3,305,39.9,123,16.1,66,8.6,189,24.7
17,8,2017,Female,727,293,262,36.0,309,42.5,124,17.1,32,4.4,156,21.5
17,8,2018,Female,661,601,220,33.3,233,35.2,127,19.2,81,12.3,208,31.5
17,All Grades,2013,Female,5506,290,2430,44.1,2054,37.3,801,14.5,221,4.0,1022,18.6
17,All Grades,2014,Female,4922,292,2060,41.9,1754,35.6,785,15.9,323,6.6,1108,22.5
17,All Grades,2015,Female,4647,294,1853,39.9,1612,34.7,831,17.9,351,7.6,1182,25.4
17,All Grades,2016,Female,4350,298,1491,34.3,1580,36.3,789,18.1,490,11.3,1279,29.4
17,All Grades,2017,Female,4285,296,1594,37.2,1471,34.3,810,18.9,410,9.6,1220,28.5
17,All Grades,2018,Female,4130,596,1487,36.0,1172,28.4,911,22.1,560,13.6,1471,35.6
17,3,2013,Male,913,286,394,43.2,338,37.0,132,14.5,49,5.4,181,19.8
17,3,2014,Male,881,289,380,43.1,271,30.8,168,19.1,62,7.0,230,26.1
17,3,2015,Male,848,294,346,40.8,242,28.5,161,19.0,99,11.7,260,30.7
17,3,2016,Male,799,297,273,34.2,254,31.8,153,19.1,119,14.9,272,34.0
17,3,2017,Male,740,298,246,33.2,234,31.6,144,19.5,116,15.7,260,35.1
17,3,2018,Male,728,594,257,35.3,154,21.2,201,27.6,116,15.9,317,43.5
17,4,2013,Male,921,288,383,41.6,321,34.9,141,15.3,76,8.3,217,23.6
17,4,2014,Male,810,291,327,40.4,259,32.0,135,16.7,89,11.0,224,27.7
17,4,2015,Male,823,291,339,41.2,251,30.5,153,18.6,80,9.7,233,28.3
17,4,2016,Male,791,291,345,43.6,210,26.5,132,16.7,104,13.1,236,29.8
17,4,2017,Male,769,291,300,39.0,245,31.9,129,16.8,95,12.4,224,29.1
17,4,2018,Male,692,595,245,35.4,197,28.5,122,17.6,128,18.5,250,36.1
17,5,2013,Male,834,285,475,57.0,238,28.5,94,11.3,27,3.2,121,14.5
17,5,2014,Male,838,292,409,48.8,240,28.6,132,15.8,57,6.8,189,22.6
17,5,2015,Male,715,293,332,46.4,196,27.4,141,19.7,46,6.4,187,26.2
17,5,2016,Male,729,296,308,42.2,225,30.9,129,17.7,67,9.2,196,26.9
17,5,2017,Male,728,294,343,47.1,185,25.4,142,19.5,58,8.0,200,27.5
17,5,2018,Male,715,594,310,43.4,195,27.3,127,17.8,83,11.6,210,29.4
17,6,2013,Male,1028,284,483,47.0,375,36.5,124,12.1,46,4.5,170,16.5
17,6,2014,Male,874,286,400,45.8,313,35.8,100,11.4,61,7.0,161,18.4
17,6,2015,Male,868,286,395,45.5,281,32.4,129,14.9,63,7.3,192,22.1
17,6,2016,Male,709,292,248,35.0,276,38.9,112,15.8,73,10.3,185,26.1
17,6,2017,Male,779,289,325,41.7,249,32.0,117,15.0,88,11.3,205,26.3
17,6,2018,Male,737,594,311,42.2,188,25.5,150,20.4,88,11.9,238,32.3
17,7,2013,Male,1002,282,617,61.6,270,26.9,101,10.1,14,1.4,115,11.5
17,7,2014,Male,970,282,584,60.2,280,28.9,93,9.6,13,1.3,106,10.9
17,7,2015,Male,865,286,458,52.9,287,33.2,81,9.4,39,4.5,120,13.9
17,7,2016,Male,808,287,425,52.6,256,31.7,95,11.8,32,4.0,127,15.7
17,7,2017,Male,695,289,359,51.7,213,30.6,100,14.4,23,3.3,123,17.7
17,7,2018,Male,702,590,371,52.8,180,25.6,111,15.8,40,5.7,151,21.5
17,8,2013,Male,1084,284,544,50.2,396,36.5,117,10.8,27,2.5,144,13.3
17,8,2014,Male,856,281,468,54.7,288,33.6,87,10.2,13,1.5,100,11.7
17,8,2015,Male,936,281,520,55.6,301,32.2,88,9.4,27,2.9,115,12.3
17,8,2016,Male,805,281,418,51.9,256,31.8,80,9.9,51,6.3,131,16.3
17,8,2017,Male,855,280,448,52.4,295,34.5,81,9.5,31,3.6,112,13.1
17,8,2018,Male,656,597,255,38.9,229,34.9,110,16.8,62,9.5,172,26.2
17,All Grades,2013,Male,5782,285,2896,50.1,1938,33.5,709,12.3,239,4.1,948,16.4
17,All Grades,2014,Male,5229,287,2568,49.1,1651,31.6,715,13.7,295,5.6,1010,19.3
17,All Grades,2015,Male,5055,288,2390,47.3,1558,30.8,753,14.9,354,7.0,1107,21.9
17,All Grades,2016,Male,4641,291,2017,43.5,1477,31.8,701,15.1,446,9.6,1147,24.7
17,All Grades,2017,Male,4566,290,2021,44.3,1421,31.1,713,15.6,411,9.0,1124,24.6
17,All Grades,2018,Male,4230,594,1749,41.3,1143,27.0,821,19.4,517,12.2,1338,31.6
18,3,2013,Female,722,292,277,38.4,279,38.6,125,17.3,41,5.7,166,23.0
18,3,2014,Female,721,292,283,39.3,240,33.3,154,21.4,44,6.1,198,27.5
18,3,2015,Female,650,296,215,33.1,234,36.0,148,22.8,53,8.2,201,30.9
18,3,2016,Female,669,298,206,30.8,240,35.9,127,19.0,96,14.3,223,33.3
18,3,2017,Female,553,301,167,30.2,176,31.8,119,21.5,91,16.5,210,38.0
18,3,2018,Female,531,597,157,29.6,128,24.1,158,29.8,88,16.6,246,46.3
18,4,2013,Female,750,293,256,34.1,309,41.2,147,19.6,38,5.1,185,24.7
18,4,2014,Female,715,293,269,37.6,241,33.7,147,20.6,58,8.1,205,28.7
18,4,2015,Female,721,292,259,35.9,269,37.3,136,18.9,57,7.9,193,26.8
18,4,2016,Female,642,290,263,41.0,205,31.9,119,18.5,55,8.6,174,27.1
18,4,2017,Female,677,293,250,36.9,226,33.4,142,21.0,59,8.7,201,29.7
18,4,2018,Female,551,595,184,33.4,181,32.8,96,17.4,90,16.3,186,33.8
18,5,2013,Female,766,295,344,44.9,275,35.9,117,15.3,30,3.9,147,19.2
18,5,2014,Female,664,301,247,37.2,195,29.4,156,23.5,66,9.9,222,33.4
18,5,2015,Female,635,301,229,36.1,212,33.4,164,25.8,30,4.7,194,30.6
18,5,2016,Female,671,293,301,44.9,216,32.2,129,19.2,25,3.7,154,23.0
18,5,2017,Female,595,296,237,39.8,200,33.6,132,22.2,26,4.4,158,26.6
18,5,2018,Female,636,594,271,42.6,178,28.0,114,17.9,73,11.5,187,29.4
18,6,2013,Female,671,292,250,37.3,281,41.9,101,15.1,39,5.8,140,20.9
18,6,2014,Female,665,293,253,38.0,248,37.3,100,15.0,64,9.6,164,24.7
18,6,2015,Female,578,293,222,38.4,205,35.5,100,17.3,51,8.8,151,26.1
18,6,2016,Female,546,294,196,35.9,206,37.7,76,13.9,68,12.5,144,26.4
18,6,2017,Female,532,287,242,45.5,169,31.8,73,13.7,48,9.0,121,22.7
18,6,2018,Female,533,592,249,46.7,148,27.8,80,15.0,56,10.5,136,25.5
18,7,2013,Female,712,288,372,52.2,223,31.3,90,12.6,27,3.8,117,16.4
18,7,2014,Female,653,295,277,42.4,257,39.4,93,14.2,26,4.0,119,18.2
18,7,2015,Female,667,297,276,41.4,239,35.8,105,15.7,47,7.0,152,22.8
18,7,2016,Female,570,294,264,46.3,163,28.6,104,18.2,39,6.8,143,25.1
18,7,2017,Female,550,299,217,39.5,184,33.5,99,18.0,50,9.1,149,27.1
18,7,2018,Female,533,595,225,42.2,164,30.8,94,17.6,50,9.4,144,27.0
18,8,2013,Female,753,293,289,38.4,326,43.3,118,15.7,20,2.7,138,18.3
18,8,2014,Female,563,287,247,43.9,257,45.6,51,9.1,8,1.4,59,10.5
18,8,2015,Female,607,294,225,37.1,265,43.7,93,15.3,24,4.0,117,19.3
18,8,2016,Female,593,293,226,38.1,253,42.7,83,14.0,31,5.2,114,19.2
18,8,2017,Female,476,290,194,40.8,181,38.0,80,16.8,21,4.4,101,21.2
18,8,2018,Female,531,602,164,30.9,180,33.9,109,20.5,78,14.7,187,35.2
18,All Grades,2013,Female,4374,292,1788,40.9,1693,38.7,698,16.0,195,4.5,893,20.4
18,All Grades,2014,Female,3981,294,1576,39.6,1438,36.1,701,17.6,266,6.7,967,24.3
18,All Grades,2015,Female,3858,295,1426,37.0,1424,36.9,746,19.3,262,6.8,1008,26.1
18,All Grades,2016,Female,3691,294,1456,39.4,1283,34.8,638,17.3,314,8.5,952,25.8
18,All Grades,2017,Female,3383,295,1307,38.6,1136,33.6,645,19.1,295,8.7,940,27.8
18,All Grades,2018,Female,3315,596,1250,37.7,979,29.5,651,19.6,435,13.1,1086,32.8
18,3,2013,Male,678,288,300,44.2,232,34.2,108,15.9,38,5.6,146,21.5
18,3,2014,Male,718,289,301,41.9,246,34.3,127,17.7,44,6.1,171,23.8
18,3,2015,Male,620,293,243,39.2,211,34.0,115,18.5,51,8.2,166,26.8
18,3,2016,Male,601,293,220,36.6,208,34.6,105,17.5,68,11.3,173,28.8
18,3,2017,Male,585,298,192,32.8,176,30.1,117,20.0,100,17.1,217,37.1
18,3,2018,Male,577,594,201,34.8,140,24.3,136,23.6,100,17.3,236,40.9
18,4,2013,Male,789,287,349,44.2,280,35.5,119,15.1,41,5.2,160,20.3
18,4,2014,Male,662,286,294,44.4,215,32.5,104,15.7,49,7.4,153,23.1
18,4,2015,Male,702,288,294,41.9,247,35.2,105,15.0,56,8.0,161,22.9
18,4,2016,Male,605,288,264,43.6,194,32.1,100,16.5,47,7.8,147,24.3
18,4,2017,Male,600,288,253,42.2,204,34.0,90,15.0,53,8.8,143,23.8
18,4,2018,Male,570,594,207,36.3,170,29.8,97,17.0,96,16.8,193,33.9
18,5,2013,Male,777,291,398,51.2,235,30.2,121,15.6,23,3.0,144,18.5
18,5,2014,Male,678,292,342,50.4,195,28.8,96,14.2,45,6.6,141,20.8
18,5,2015,Male,560,293,261,46.6,172,30.7,90,16.1,37,6.6,127,22.7
18,5,2016,Male,629,292,308,49.0,183,29.1,94,14.9,44,7.0,138,21.9
18,5,2017,Male,568,294,247,43.5,185,32.6,107,18.8,29,5.1,136,23.9
18,5,2018,Male,545,591,259,47.5,151,27.7,94,17.2,41,7.5,135,24.8
18,6,2013,Male,728,286,332,45.6,273,37.5,81,11.1,42,5.8,123,16.9
18,6,2014,Male,709,285,342,48.2,240,33.9,94,13.3,33,4.7,127,17.9
18,6,2015,Male,615,283,299,48.6,225,36.6,55,8.9,36,5.9,91,14.8
18,6,2016,Male,496,283,234,47.2,165,33.3,48,9.7,49,9.9,97,19.6
18,6,2017,Male,562,282,291,51.8,168,29.9,54,9.6,49,8.7,103,18.3
18,6,2018,Male,540,591,261,48.3,161,29.8,83,15.4,35,6.5,118,21.9
18,7,2013,Male,753,284,447,59.4,206,27.4,83,11.0,17,2.3,100,13.3
18,7,2014,Male,712,289,386,54.2,209,29.4,93,13.1,24,3.4,117,16.4
18,7,2015,Male,674,288,337,50.0,231,34.3,77,11.4,29,4.3,106,15.7
18,7,2016,Male,606,285,335,55.3,187,30.9,59,9.7,25,4.1,84,13.9
18,7,2017,Male,513,288,273,53.2,149,29.0,72,14.0,19,3.7,91,17.7
18,7,2018,Male,580,590,303,52.2,148,25.5,94,16.2,35,6.0,129,22.2
18,8,2013,Male,733,284,371,50.6,263,35.9,82,11.2,17,2.3,99,13.5
18,8,2014,Male,640,280,341,53.3,247,38.6,43,6.7,9,1.4,52,8.1
18,8,2015,Male,653,287,316,48.4,237,36.3,73,11.2,27,4.1,100,15.3
18,8,2016,Male,639,286,310,48.5,240,37.6,61,9.5,28,4.4,89,13.9
18,8,2017,Male,546,279,287,52.6,202,37.0,48,8.8,9,1.6,57,10.4
18,8,2018,Male,514,596,222,43.2,178,34.6,78,15.2,36,7.0,114,22.2
18,All Grades,2013,Male,4458,287,2197,49.3,1489,33.4,594,13.3,178,4.0,772,17.3
18,All Grades,2014,Male,4119,287,2006,48.7,1352,32.8,557,13.5,204,5.0,761,18.5
18,All Grades,2015,Male,3824,289,1750,45.8,1323,34.6,515,13.5,236,6.2,751,19.6
18,All Grades,2016,Male,3576,288,1671,46.7,1177,32.9,467,13.1,261,7.3,728,20.4
18,All Grades,2017,Male,3374,288,1543,45.7,1084,32.1,488,14.5,259,7.7,747,22.1
18,All Grades,2018,Male,3326,593,1453,43.7,948,28.5,582,17.5,343,10.3,925,27.8
19,3,2013,Female,974,286,438,45.0,364,37.4,137,14.1,35,3.6,172,17.7
19,3,2014,Female,989,287,438,44.3,347,35.1,144,14.6,60,6.1,204,20.6
19,3,2015,Female,893,289,367,41.1,324,36.3,144,16.1,58,6.5,202,22.6
19,3,2016,Female,991,287,428,43.2,346,34.9,140,14.1,77,7.8,217,21.9
19,3,2017,Female,925,290,384,41.5,284,30.7,166,17.9,91,9.8,257,27.8
19,3,2018,Female,813,593,306,37.6,218,26.8,166,20.4,123,15.1,289,35.5
19,4,2013,Female,963,289,382,39.7,385,40.0,143,14.8,53,5.5,196,20.4
19,4,2014,Female,958,287,407,42.5,332,34.7,144,15.0,75,7.8,219,22.9
19,4,2015,Female,988,284,453,45.9,325,32.9,151,15.3,59,6.0,210,21.3
19,4,2016,Female,928,287,403,43.4,294,31.7,142,15.3,89,9.6,231,24.9
19,4,2017,Female,965,286,412,42.7,330,34.2,140,14.5,83,8.6,223,23.1
19,4,2018,Female,897,592,366,40.8,249,27.8,159,17.7,123,13.7,282,31.4
19,5,2013,Female,1006,290,516,51.3,325,32.3,139,13.8,26,2.6,165,16.4
19,5,2014,Female,899,297,378,42.0,295,32.8,155,17.2,71,7.9,226,25.1
19,5,2015,Female,892,296,374,41.9,282,31.6,183,20.5,53,5.9,236,26.5
19,5,2016,Female,973,291,477,49.0,282,29.0,163,16.8,51,5.2,214,22.0
19,5,2017,Female,870,295,382,43.9,261,30.0,164,18.9,63,7.2,227,26.1
19,5,2018,Female,951,591,478,50.3,233,24.5,156,16.4,84,8.8,240,25.2
19,6,2013,Female,876,286,412,47.0,321,36.6,92,10.5,51,5.8,143,16.3
19,6,2014,Female,900,284,425,47.2,329,36.6,96,10.7,50,5.6,146,16.2
19,6,2015,Female,777,284,378,48.6,262,33.7,90,11.6,47,6.0,137,17.6
19,6,2016,Female,797,282,364,45.7,301,37.8,83,10.4,49,6.1,132,16.6
19,6,2017,Female,846,278,450,53.2,269,31.8,79,9.3,48,5.7,127,15.0
19,6,2018,Female,797,589,416,52.2,238,29.9,97,12.2,46,5.8,143,17.9
19,7,2013,Female,908,282,537,59.1,250,27.5,97,10.7,24,2.6,121,13.3
19,7,2014,Female,877,285,506,57.7,241,27.5,105,12.0,25,2.9,130,14.8
19,7,2015,Female,895,285,485,54.2,282,31.5,101,11.3,27,3.0,128,14.3
19,7,2016,Female,810,287,445,54.9,239,29.5,82,10.1,44,5.4,126,15.6
19,7,2017,Female,787,287,399,50.7,273,34.7,92,11.7,23,2.9,115,14.6
19,7,2018,Female,847,589,459,54.2,239,28.2,113,13.3,36,4.3,149,17.6
19,8,2013,Female,893,285,453,50.7,294,32.9,118,13.2,28,3.1,146,16.3
19,8,2014,Female,788,277,487,61.8,245,31.1,47,6.0,9,1.1,56,7.1
19,8,2015,Female,740,280,419,56.6,247,33.4,61,8.2,13,1.8,74,10.0
19,8,2016,Female,785,280,418,53.2,274,34.9,68,8.7,25,3.2,93,11.8
19,8,2017,Female,729,282,367,50.3,267,36.6,73,10.0,22,3.0,95,13.0
19,8,2018,Female,735,596,337,45.9,235,32.0,108,14.7,55,7.5,163,22.2
19,All Grades,2013,Female,5620,287,2738,48.7,1939,34.5,726,12.9,217,3.9,943,16.8
19,All Grades,2014,Female,5411,286,2641,48.8,1789,33.1,691,12.8,290,5.4,981,18.1
19,All Grades,2015,Female,5185,286,2476,47.8,1722,33.2,730,14.1,257,5.0,987,19.0
19,All Grades,2016,Female,5284,286,2535,48.0,1736,32.9,678,12.8,335,6.3,1013,19.2
19,All Grades,2017,Female,5122,287,2394,46.7,1684,32.9,714,13.9,330,6.4,1044,20.4
19,All Grades,2018,Female,5040,592,2362,46.9,1412,28.0,799,15.9,467,9.3,1266,25.1
19,3,2013,Male,1074,287,475,44.2,387,36.0,155,14.4,57,5.3,212,19.7
19,3,2014,Male,1068,286,511,47.8,344,32.2,148,13.9,65,6.1,213,19.9
19,3,2015,Male,1016,285,485,47.7,311,30.6,164,16.1,56,5.5,220,21.7
19,3,2016,Male,987,284,442,44.8,341,34.5,127,12.9,77,7.8,204,20.7
19,3,2017,Male,960,292,368,38.3,300,31.3,174,18.1,118,12.3,292,30.4
19,3,2018,Male,859,592,341,39.7,194,22.6,209,24.3,115,13.4,324,37.7
19,4,2013,Male,1027,285,469,45.7,359,35.0,143,13.9,56,5.5,199,19.4
19,4,2014,Male,998,287,466,46.7,286,28.7,162,16.2,84,8.4,246,24.6
19,4,2015,Male,1018,284,467,45.9,343,33.7,126,12.4,82,8.1,208,20.4
19,4,2016,Male,1012,285,483,47.7,296,29.2,142,14.0,91,9.0,233,23.0
19,4,2017,Male,954,284,452,47.4,275,28.8,137,14.4,90,9.4,227,23.8
19,4,2018,Male,933,592,365,39.1,266,28.5,176,18.9,126,13.5,302,32.4
19,5,2013,Male,1030,284,620,60.2,243,23.6,133,12.9,34,3.3,167,16.2
19,5,2014,Male,965,291,479,49.6,262,27.2,162,16.8,62,6.4,224,23.2
19,5,2015,Male,934,294,423,45.3,263,28.2,175,18.7,73,7.8,248,26.6
19,5,2016,Male,1006,286,539,53.6,289,28.7,119,11.8,59,5.9,178,17.7
19,5,2017,Male,981,291,504,51.4,241,24.6,164,16.7,72,7.3,236,24.1
19,5,2018,Male,894,590,484,54.1,199,22.3,126,14.1,85,9.5,211,23.6
19,6,2013,Male,999,280,531,53.2,323,32.3,86,8.6,59,5.9,145,14.5
19,6,2014,Male,950,279,494,52.0,317,33.4,110,11.6,29,3.1,139,14.6
19,6,2015,Male,896,274,519,57.9,278,31.0,65,7.3,34,3.8,99,11.0
19,6,2016,Male,833,279,414,49.7,292,35.1,80,9.6,47,5.6,127,15.2
19,6,2017,Male,928,271,556,59.9,280,30.2,55,5.9,37,4.0,92,9.9
19,6,2018,Male,917,586,525,57.3,224,24.4,106,11.6,62,6.8,168,18.3
19,7,2013,Male,972,277,656,67.5,232,23.9,67,6.9,17,1.7,84,8.6
19,7,2014,Male,987,281,627,63.5,237,24.0,95,9.6,28,2.8,123,12.5
19,7,2015,Male,920,281,524,57.0,283,30.8,96,10.4,17,1.8,113,12.3
19,7,2016,Male,933,281,563,60.3,260,27.9,75,8.0,35,3.8,110,11.8
19,7,2017,Male,839,285,479,57.1,225,26.8,101,12.0,34,4.1,135,16.1
19,7,2018,Male,910,586,573,63.0,221,24.3,78,8.6,38,4.2,116,12.7
19,8,2013,Male,1018,277,589,57.9,327,32.1,77,7.6,25,2.5,102,10.0
19,8,2014,Male,902,270,608,67.4,248,27.5,42,4.7,4,0.4,46,5.1
19,8,2015,Male,855,273,551,64.4,233,27.3,56,6.5,15,1.8,71,8.3
19,8,2016,Male,837,275,495,59.1,251,30.0,72,8.6,19,2.3,91,10.9
19,8,2017,Male,907,273,543,59.9,279,30.8,67,7.4,18,2.0,85,9.4
19,8,2018,Male,802,593,419,52.2,232,28.9,96,12.0,55,6.9,151,18.8
19,All Grades,2013,Male,6120,282,3340,54.6,1871,30.6,661,10.8,248,4.1,909,14.9
19,All Grades,2014,Male,5870,282,3185,54.3,1694,28.9,719,12.2,272,4.6,991,16.9
19,All Grades,2015,Male,5639,282,2969,52.7,1711,30.3,682,12.1,277,4.9,959,17.0
19,All Grades,2016,Male,5608,282,2936,52.4,1729,30.8,615,11.0,328,5.8,943,16.8
19,All Grades,2017,Male,5569,283,2902,52.1,1600,28.7,698,12.5,369,6.6,1067,19.2
19,All Grades,2018,Male,5315,590,2707,50.9,1336,25.1,791,14.9,481,9.0,1272,23.9
20,3,2013,Female,1765,313,326,18.5,558,31.6,474,26.9,407,23.1,881,49.9
20,3,2014,Female,1870,314,343,18.3,507,27.1,584,31.2,436,23.3,1020,54.5
20,3,2015,Female,1967,316,335,17.0,576,29.3,543,27.6,513,26.1,1056,53.7
20,3,2016,Female,2004,319,285,14.2,541,27.0,559,27.9,619,30.9,1178,58.8
20,3,2017,Female,1905,322,279,14.6,447,23.5,516,27.1,663,34.8,1179,61.9
20,3,2018,Female,1966,607,281,14.3,339,17.2,659,33.5,687,34.9,1346,68.5
20,4,2013,Female,1674,314,279,16.7,502,30.0,506,30.2,387,23.1,893,53.3
20,4,2014,Female,1774,322,269,15.2,447,25.2,469,26.4,589,33.2,1058,59.6
20,4,2015,Female,1884,318,319,16.9,474,25.2,533,28.3,558,29.6,1091,57.9
20,4,2016,Female,1957,318,375,19.2,487,24.9,449,22.9,646,33.0,1095,56.0
20,4,2017,Female,2007,321,311,15.5,524,26.1,454,22.6,718,35.8,1172,58.4
20,4,2018,Female,1857,609,285,15.3,386,20.8,376,20.2,810,43.6,1186,63.9
20,5,2013,Female,1677,317,390,23.3,484,28.9,460,27.4,343,20.5,803,47.9
20,5,2014,Female,1680,325,259,15.4,417,24.8,493,29.3,511,30.4,1004,59.8
20,5,2015,Female,1759,326,274,15.6,403,22.9,542,30.8,540,30.7,1082,61.5
20,5,2016,Female,1864,321,369,19.8,491,26.3,511,27.4,493,26.4,1004,53.9
20,5,2017,Female,1903,322,382,20.1,418,22.0,572,30.1,531,27.9,1103,58.0
20,5,2018,Female,1972,608,336,17.0,455,23.1,500,25.4,681,34.5,1181,59.9
20,6,2013,Female,1652,315,326,19.7,561,34.0,321,19.4,444,26.9,765,46.3
20,6,2014,Female,1733,318,306,17.7,546,31.5,354,20.4,527,30.4,881,50.8
20,6,2015,Female,1797,322,289,16.1,513,28.5,381,21.2,614,34.2,995,55.4
20,6,2016,Female,1893,322,286,15.1,574,30.3,359,19.0,674,35.6,1033,54.6
20,6,2017,Female,1922,320,365,19.0,531,27.6,364,18.9,662,34.4,1026,53.4
20,6,2018,Female,1948,607,416,21.4,445,22.8,444,22.8,643,33.0,1087,55.8
20,7,2013,Female,1760,313,472,26.8,520,29.5,412,23.4,356,20.2,768,43.6
20,7,2014,Female,1675,319,355,21.2,487,29.1,451,26.9,382,22.8,833,49.7
20,7,2015,Female,1748,321,355,20.3,482,27.6,471,26.9,440,25.2,911,52.1
20,7,2016,Female,1808,327,301,16.6,501,27.7,414,22.9,592,32.7,1006,55.6
20,7,2017,Female,1916,325,354,18.5,495,25.8,490,25.6,577,30.1,1067,55.7
20,7,2018,Female,1899,610,351,18.5,421,22.2,432,22.7,695,36.6,1127,59.3
20,8,2013,Female,1707,316,339,19.9,583,34.2,420,24.6,365,21.4,785,46.0
20,8,2014,Female,1540,316,317,20.6,506,32.9,415,26.9,302,19.6,717,46.6
20,8,2015,Female,1473,318,281,19.1,507,34.4,343,23.3,342,23.2,685,46.5
20,8,2016,Female,1654,323,275,16.6,498,30.1,410,24.8,471,28.5,881,53.3
20,8,2017,Female,1772,323,276,15.6,523,29.5,487,27.5,486,27.4,973,54.9
20,8,2018,Female,1711,614,272,15.9,427,25.0,383,22.4,629,36.8,1012,59.1
20,All Grades,2013,Female,10235,315,2132,20.8,3208,31.3,2593,25.3,2302,22.5,4895,47.8
20,All Grades,2014,Female,10272,319,1849,18.0,2910,28.3,2766,26.9,2747,26.7,5513,53.7
20,All Grades,2015,Female,10628,320,1853,17.4,2955,27.8,2813,26.5,3007,28.3,5820,54.8
20,All Grades,2016,Female,11180,322,1891,16.9,3092,27.7,2702,24.2,3495,31.3,6197,55.4
20,All Grades,2017,Female,11425,322,1967,17.2,2938,25.7,2883,25.2,3637,31.8,6520,57.1
20,All Grades,2018,Female,11353,609,1941,17.1,2473,21.8,2794,24.6,4145,36.5,6939,61.1
20,3,2013,Male,1937,313,375,19.4,573,29.6,542,28.0,447,23.1,989,51.1
20,3,2014,Male,1986,317,316,15.9,538,27.1,619,31.2,513,25.8,1132,57.0
20,3,2015,Male,2158,318,366,17.0,565,26.2,583,27.0,644,29.8,1227,56.9
20,3,2016,Male,2083,320,341,16.4,525,25.2,479,23.0,738,35.4,1217,58.4
20,3,2017,Male,2114,322,307,14.5,463,21.9,585,27.7,759,35.9,1344,63.6
20,3,2018,Male,2130,607,333,15.6,373,17.5,665,31.2,759,35.6,1424,66.9
20,4,2013,Male,1847,316,323,17.5,519,28.1,505,27.3,500,27.1,1005,54.4
20,4,2014,Male,1932,322,304,15.7,456,23.6,509,26.3,663,34.3,1172,60.7
20,4,2015,Male,1975,321,319,16.2,472,23.9,522,26.4,662,33.5,1184,59.9
20,4,2016,Male,2144,320,386,18.0,496,23.1,509,23.7,753,35.1,1262,58.9
20,4,2017,Male,2100,321,371,17.7,494,23.5,457,21.8,778,37.0,1235,58.8
20,4,2018,Male,2087,610,290,13.9,388,18.6,483,23.1,926,44.4,1409,67.5
20,5,2013,Male,1683,317,414,24.6,424,25.2,481,28.6,364,21.6,845,50.2
20,5,2014,Male,1850,324,330,17.8,427,23.1,512,27.7,581,31.4,1093,59.1
20,5,2015,Male,1923,325,358,18.6,378,19.7,571,29.7,616,32.0,1187,61.7
20,5,2016,Male,1972,325,373,18.9,431,21.9,561,28.4,607,30.8,1168,59.2
20,5,2017,Male,2123,324,409,19.3,412,19.4,649,30.6,653,30.8,1302,61.3
20,5,2018,Male,2057,609,419,20.4,400,19.4,456,22.2,782,38.0,1238,60.2
